source: /data-storage/storage0/corpus_openllm/pile-uncopyrighted/train_sorted_undup/pile_PhilPapers.jsonl
from biggerboi
nb docs : 30774


0	en
1	en
2	en
3	en
4	es
5	en
6	en
7	en
8	pt
9	en
10	en
11	en
12	en
13	en
14	en
15	en
16	pl
17	en
18	en
19	fr
20	id
21	fr
22	en
23	en
24	en
25	it
26	en
27  --
28	en
29	de
30	en
31	en
32	en
33	it
34	pl
35	es
36	en
37	en
38	en
39	en
40	en
41	en
42	es
43	pt
44	en
45	en
46	en
47	en
48	en
49	pt
50	en
51	en
52	en
53	de
54	pt
55	en
56	en
57	en
58	es
59	en
60	en
61	en
62	en
63	en
64	es
65	en
66	en
67	it
68	en
69	en
70	en
71	en
72	en
73	de
74	en
75	en
76	en
77	en
78	en
79	en
80	en
81	en
82	en
83	en
84	en
85	de
86	en
87	en
88	pl
89	nl
90	en
91	en
92	en
93	en
94	en
95	en
96	en
97	en
98	ro
99	en
100	en
101	en
102	en
103	en
104	en
105	en
106	en
107	en
108	en
109	en
110	en
111	en
112	en
113	en
114	en
115	en
116	en
117	en
118	en
119	en
120	en
121	en
122	en
123	fr
124	es
125	en
126	en
127	de
128	en
129	en
130	en
131	en
132	en
133	en
134	en
135	en
136	pt
137	en
138	pt
139	en
140	en
141	en
142	en
143	id
144	en
145	en
146	en
147	en
148	en
149	en
150	en
151	en
152	en
153	de
154	en
155	en
156	en
157	en
158	en
159	en
160	en
161	en
162	en
163	en
164	en
165	es
166	de
167	en
168	en
169	en
170	en
171	en
172	en
173	en
174	en
175	en
176	en
177	en
178	en
179	en
180	en
181	en
182	en
183	pl
184	en
185	pt
186	en
187	en
188	en
189	es
190	en
191	es
192	pt
193	en
194	pl
195	en
196	en
197	en
198	ro
199	en
200	en
201	en
202	es
203	en
204	en
205	en
206	en
207	en
208	en
209	sv
210	en
211	en
212	en
213	en
214	en
215	en
216	pt
217	en
218	it
219	pl
220	en
221	es
222	en
223	en
224	ro
225	sk
226	en
227	en
228	it
229	de
230	en
231	en
232	en
233	en
234	en
235	en
236	en
237	en
238	pt
239	en
240	pt
241	en
242	en
243	en
244	en
245	en
246	en
247	en
248	en
249	en
250	en
251	en
252	en
253	en
254	cs
255	pt
256	en
257	en
258	en
259	it
260	en
261	en
262	en
263	en
264	de
265	en
266	pl
267	en
268	en
269	en
270	en
271	es
272	en
273	en
274	en
275	en
276	en
277	en
278	fr
279	en
280	pt
281	fr
282	en
283	en
284	es
285	en
286	en
287	en
288	es
289	en
290	en
291	cs
292	en
293	en
294	en
295	en
296	en
297	ro
298	en
299	en
300	en
301	pt
302	en
303	en
304	en
305	en
306	en
307	fr
308	es
309	en
310	en
311	en
312	en
313	en
314	en
315	en
316	en
317	en
318	en
319	en
320	en
321	en
322	en
323	en
324	en
325	en
326	en
327	pl
328	en
329	pl
330	en
331	en
332	es
333	it
334	en
335	en
336	en
337	en
338	pt
339	cs
340	en
341	en
342	en
343	pt
344	en
345	en
346	en
347	en
348	en
349	en
350	en
351	en
352	en
353	pt
354	en
355	en
356	en
357	en
358	en
359	en
360	en
361	en
362	en
363	en
364	en
365	en
366	en
367	en
368	en
369	pt
370	en
371	en
372	en
373	en
374	en
375	en
376	en
377	en
378	en
379	en
380	en
381	en
382	en
383	en
384	en
385	en
386	en
387	en
388	en
389	en
390	en
391	en
392	en
393	en
394	es
395	en
396	en
397	en
398	en
399	en
400	en
401	en
402	en
403	en
404	en
405	en
406	en
407	en
408	en
409	it
410	en
411	en
412	en
413	en
414	en
415	en
416	en
417	en
418	en
419	es
420	es
421	en
422	de
423	en
424	en
425	en
426	de
427	en
428	en
429	pt
430	en
431	pt
432	fr
433	pl
434	en
435	it
436	en
437	fr
438	it
439	en
440	en
441	en
442	en
443	en
444	en
445	es
446	en
447	en
448	en
449	en
450	en
451	en
452	es
453	en
454	en
455	en
456	en
457	pl
458	it
459	en
460	en
461	en
462	en
463	en
464	en
465	pl
466	de
467	en
468	en
469	en
470	en
471	en
472	en
473	en
474	en
475	en
476	es
477	en
478	en
479	en
480	en
481	en
482	en
483	en
484	en
485	en
486	en
487	en
488	en
489	en
490	en
491	en
492	en
493	en
494	en
495	pl
496	en
497	en
498	en
499	en
500	ro
501	en
502	en
503	en
504	pt
505	en
506	en
507	en
508	en
509	en
510	en
511	en
512	en
513	fr
514	en
515	en
516	en
517	en
518	en
519	en
520	en
521	en
522	en
523	de
524	pt
525	en
526	en
527	en
528	hu
529	en
530	en
531	en
532	en
533	en
534	en
535	en
536	es
537	en
538	en
539	en
540	en
541	tr
542	en
543	en
544	en
545	en
546	en
547	en
548	en
549	en
550	en
551	en
552	en
553	en
554	en
555	en
556	it
557	en
558	en
559	en
560	en
561	en
562	en
563	en
564	en
565	en
566	en
567	it
568	en
569	es
570	en
571	en
572	es
573	en
574	en
575	es
576	en
577	en
578	en
579	en
580	en
581	en
582	hr
583	en
584	en
585	es
586	de
587	en
588	de
589	fr
590	es
591	en
592	en
593	de
594	en
595	es
596	en
597	en
598	pl
599	en
600	en
601	en
602	en
603	en
604	en
605	en
606	en
607	pt
608	en
609	es
610	en
611	en
612	en
613	en
614	en
615	en
616	en
617	en
618	en
619	en
620	en
621	en
622	en
623	en
624	en
625	en
626	it
627	en
628	de
629	en
630	en
631	en
632	cs
633	en
634	en
635	en
636	id
637	en
638	en
639	en
640	en
641	en
642	en
643	en
644	en
645	en
646	en
647	en
648	en
649	en
650	en
651	en
652	ro
653	pt
654	en
655	en
656	en
657	en
658	en
659	en
660	en
661	en
662	en
663	en
664	en
665	en
666	en
667	en
668	es
669	en
670	en
671	en
672	cs
673	en
674	es
675	pt
676	en
677	en
678	en
679	it
680	en
681	de
682	en
683	en
684	en
685	fr
686	en
687	en
688	en
689	en
690	nl
691	en
692	es
693	fr
694	en
695	en
696	en
697	en
698	es
699	en
700	en
701	en
702	ca
703	en
704	pt
705	en
706	en
707	en
708	en
709	en
710	pt
711	en
712	en
713	de
714	uk
715	en
716	en
717	en
718	es
719	en
720	es
721	pt
