ρ	961	Ll	154755
Á	193	Lu	152647
ς	962	Ll	150169
я	1103	Ll	146084
Ö	214	Lu	143217
ª	170	Lo	134895
ž	382	Ll	132139
й	1081	Ll	130566
å	229	Ll	128767
Ü	220	Lu	127222
ы	1099	Ll	126775
の	12398	Lo	122295
È	200	Lu	122251
ş	351	Ll	121935
г	1075	Ll	120963
€	8364	Sc	120340
ī	299	Ll	118969
ь	1100	Ll	117353
з	1079	Ll	116561
ل	1604	Lo	116332
ч	1095	Ll	116304
Š	352	Lu	116274
λ	955	Ll	112288
π	960	Ll	112285
‘	8216	Pi	111027
·	183	Po	110885
æ	230	Ll	110050
σ	963	Ll	108877
б	1073	Ll	108402
£	163	Sc	108370
的	30340	Lo	106160
ń	324	Ll	105944
κ	954	Ll	105840
μ	956	Ll	98514
ر	1585	Lo	96296
Î	206	Lu	96218
，	65292	Po	94610
ー	12540	Lm	92619
→	8594	Sm	91188
ý	253	Ll	90787
ي	1610	Lo	88833
ș	537	Ll	88325
ř	345	Ll	87312
ن	1606	Lo	86059
م	1605	Lo	85569
υ	965	Ll	85374
η	951	Ll	85129
■	9632	So	84562
‍	8205	Cf	81554
ί	943	Ll	80879
 	8201	Zs	80564
Ä	196	Lu	79596
Œ	338	Lu	75394
د	1583	Lo	72493
و	1608	Lo	71922
ě	283	Ll	71286
Â	194	Lu	70696
§	167	Po	69506
ę	281	Ll	68121
ン	12531	Lo	67893
½	189	No	67106
ά	940	Ll	65936
х	1093	Ll	65676
ب	1576	Lo	65502
ğ	287	Ll	65348
δ	948	Ll	65339
ω	969	Ll	64619
Ç	199	Lu	63119
 	8239	Zs	62096
Č	268	Lu	61384
ə	601	Ll	60350
γ	947	Ll	59519
С	1057	Lu	58705
ð	240	Ll	57417
。	12290	Po	56757
ό	972	Ll	55937
ц	1094	Ll	55460
ś	347	Ll	55375
ж	1078	Ll	55308
έ	941	Ll	52589
Ž	381	Lu	51062
​	8203	Cf	50416
⥋	10571	Sm	50201
ш	1096	Ll	50071
ț	539	Ll	48213
ˈ	712	Lm	48137
س	1587	Lo	48097
ą	261	Ll	47322
⁄	8260	Sm	47275
Ō	332	Lu	46299
า	3634	Lo	46100
�	65533	So	45163
大	22823	Lo	45151
В	1042	Lu	45115
П	1055	Lu	44940
い	12356	Lo	44331
¿	191	Po	44097
一	19968	Lo	43831
β	946	Ll	43586
θ	952	Ll	43187
数	25968	Lo	42936
Ł	321	Lu	42920
ス	12473	Lo	42841
ه	1607	Lo	42599
К	1050	Lu	42468
ت	1578	Lo	41920
ی	1740	Lo	41516
ル	12523	Lo	41411
А	1040	Lu	41232
ż	380	Ll	40785
י	1497	Lo	40426
ė	279	Ll	40217
Ó	211	Lu	40146
­	173	Cf	39358
イ	12452	Lo	39352
χ	967	Ll	39100
М	1052	Lu	38288
中	20013	Lo	38110
ή	942	Ll	37873
ร	3619	Lo	37816
́	769	Mn	37799
і	1110	Ll	37647
ē	275	Ll	37372
る	12427	Lo	37048
น	3609	Lo	36504
õ	245	Ll	36388
NUL	0	Cc	36289
ト	12488	Lo	36205
Đ	272	Lu	36139
ő	337	Ll	35679
ύ	973	Ll	35384
ع	1593	Lo	35118
İ	304	Lu	35021
ю	1102	Ll	34791
‎	8206	Cf	33774
ラ	12521	Lo	33171
ו	1493	Lo	33119
φ	966	Ll	33040
と	12392	Lo	32035
用	29992	Lo	31977
し	12375	Lo	31790
Å	197	Lu	31666
ɛ	603	Ll	31549
た	12383	Lo	31512
●	9679	So	31415
な	12394	Lo	30793
子	23376	Lo	30439
 	8196	Zs	30084
đ	273	Ll	29504
ح	1581	Lo	29468
ː	720	Lm	29443
）	65289	Pe	29270
Б	1041	Lu	29206
、	12289	Po	29122
是	26159	Lo	29081
О	1054	Lu	29001
Н	1053	Lu	28961
Α	913	Lu	28899
ф	1092	Ll	28807
人	20154	Lo	28745
ɔ	596	Ll	28674
（	65288	Ps	28645
に	12395	Lo	28558
ク	12463	Lo	27955
Í	205	Lu	27701
！	65281	Po	27585
・	12539	Po	27574
不	19981	Lo	27546
ッ	12483	Lo	27518
リ	12522	Lo	27485
ʻ	699	Lm	27307
Г	1043	Lu	27037
Ś	346	Lu	26913
Д	1044	Lu	26843
を	12434	Lo	26744
ش	1588	Lo	26622
─	9472	So	26388
ง	3591	Lo	26349
‡	8225	Po	26089
Р	1056	Lu	26062
文	25991	Lo	25658
你	20320	Lo	25570
好	22909	Lo	25518
ź	378	Ll	25270
Т	1058	Lu	25079
す	12377	Lo	24982
山	23665	Lo	24972
ア	12450	Lo	24945
อ	3629	Lo	24930
は	12399	Lo	24568
ق	1602	Lo	24535
Ø	216	Lu	24380
И	1048	Lu	24357
ف	1601	Lo	24348
ň	328	Ll	24332
有	26377	Lo	24241
ţ	355	Ll	24162
Ş	350	Lu	24137
Ú	218	Lu	24089
ώ	974	Ll	23865
ר	1512	Lo	23777
ة	1577	Lo	23664
新	26032	Lo	23074
↔	8596	Sm	22982
か	12363	Lo	22937
Π	928	Lu	22468
щ	1097	Ll	22412
行	34892	Lo	22365
ん	12435	Lo	22276
э	1101	Ll	22083
ج	1580	Lo	21981
上	19978	Lo	21970
´	180	Sk	21844
ま	12414	Lo	21786
ה	1492	Lo	21699
‑	8209	Pd	21643
本	26412	Lo	21622
：	65306	Po	21567
为	20026	Lo	21492
א	1488	Lo	21478
り	12426	Lo	21471
个	20010	Lo	21349
在	22312	Lo	21315
ド	12489	Lo	21205
て	12390	Lo	21194
ก	3585	Lo	20857
ك	1603	Lo	20816
で	12391	Lo	20790
ư	432	Ll	20661
ל	1500	Lo	20536
定	23450	Lo	20495
³	179	No	20480
日	26085	Lo	20387
་	3851	Po	20246
下	19979	Lo	20230
เ	3648	Lo	20174
小	23567	Lo	20169
ա	1377	Ll	20167
ा	2366	Mc	20147
ม	3617	Lo	20069
¡	161	Po	19934
「	12300	Ps	19927
が	12364	Lo	19922
ز	1586	Lo	19913
」	12301	Pe	19910
村	26449	Lo	19757
シ	12471	Lo	19705
区	21306	Lo	19697
れ	12428	Lo	19596
タ	12479	Lo	19567
成	25104	Lo	19535
Κ	922	Lu	19149
时	26102	Lo	19136
镇	38215	Lo	19118
ロ	12525	Lo	19078
市	24066	Lo	19009
Σ	931	Lu	18962
道	36947	Lo	18748
►	9658	So	18743
和	21644	Lo	18698
駅	39365	Lo	18433
Δ	916	Lu	18312
件	20214	Lo	18190
生	29983	Lo	18165
取	21462	Lo	18135
Л	1051	Lu	18104
方	26041	Lo	18042
う	12358	Lo	18007
マ	12510	Lo	17942
	151	Cc	17917
ら	12425	Lo	17905
Ê	202	Lu	17804
分	20998	Lo	17773
田	30000	Lo	17752
天	22825	Lo	17728
ʿ	703	Lm	17579
王	29579	Lo	17540
出	20986	Lo	17209
บ	3610	Lo	17114
Ε	917	Lu	17032
き	12365	Lo	17020
レ	12524	Lo	17020
ב	1489	Lo	17017
ʼ	700	Lm	16958
З	1047	Lu	16935
่	3656	Mn	16866
ั	3633	Mn	16862
ジ	12472	Lo	16832
ย	3618	Lo	16501
้	3657	Mn	16410
据	25454	Lo	16398
フ	12501	Lo	16394
ว	3623	Lo	16370
三	19977	Lo	16244
Æ	198	Lu	16241
Ż	379	Lu	16241
可	21487	Lo	16227
∼	8764	Sm	16211
्	2381	Mn	16191
✔	10004	So	16122
מ	1502	Lo	16087
ล	3621	Lo	16034
法	27861	Lo	16000
表	34920	Lo	15983
名	21517	Lo	15973
前	21069	Lo	15945
さ	12373	Lo	15944
カ	12459	Lo	15904
学	23398	Lo	15838
Ι	921	Lu	15781
对	23545	Lo	15600
ḥ	7717	Ll	15545
县	21439	Lo	15512
이	51060	Lo	15505
ſ	383	Ll	15501
字	23383	Lo	15415
ǎ	462	Ll	15404
ů	367	Ll	15377
Τ	932	Lu	15341
ת	1514	Lo	15330
Μ	924	Lu	15330
地	22320	Lo	15311
以	20197	Lo	15303
ส	3626	Lo	15181
ა	4304	Ll	15169
理	29702	Lo	15116
こ	12371	Lo	14852
ɪ	618	Ll	14846
信	20449	Lo	14835
キ	12461	Lo	14794
く	12367	Lo	14774
Γ	915	Lu	14768
高	39640	Lo	14612
Ô	212	Lu	14493
ạ	7841	Ll	14461
之	20043	Lo	14426
あ	12354	Lo	14408
خ	1582	Lo	14375
்	3021	Mn	14312
会	20250	Lo	14304
र	2352	Lo	14255
ъ	1098	Ll	14081
Ο	927	Lu	14060
ิ	3636	Mn	13992
ი	4312	Ll	13962
ち	12385	Lo	13937
ệ	7879	Ll	13923
っ	12387	Lo	13882
ש	1513	Lo	13867
入	20837	Lo	13745
ห	3627	Lo	13683
ơ	417	Ll	13618
公	20844	Lo	13566
Ν	925	Lu	13527
バ	12496	Lo	13509
作	20316	Lo	13414
©	169	So	13388
　	12288	Zs	13360
置	32622	Lo	13343
国	22269	Lo	13293
平	24179	Lo	13250
お	12362	Lo	13242
া	2494	Mc	13233
要	35201	Lo	13136
נ	1504	Lo	13050
ี	3637	Mn	12979
ŋ	331	Ll	12963
█	9608	So	12925
合	21512	Lo	12918
加	21152	Lo	12873
年	24180	Lo	12856
到	21040	Lo	12786
回	22238	Lo	12785
♦	9830	So	12743
明	26126	Lo	12680
式	24335	Lo	12646
↳	8627	So	12639
µ	181	Ll	12590
最	26368	Lo	12580
ע	1506	Lo	12480
ּ	1468	Mn	12480
女	22899	Lo	12468
オ	12458	Lo	12466
ễ	7877	Ll	12457
コ	12467	Lo	12441
ک	1705	Lo	12386
类	31867	Lo	12380
ξ	958	Ll	12366
ả	7843	Ll	12330
͡	865	Mn	12284
乡	20065	Lo	12279
≥	8805	Sm	12247
ị	7883	Ll	12223
能	33021	Lo	12217
テ	12486	Lo	12189
Λ	923	Lu	12138
通	36890	Lo	12133
家	23478	Lo	12040
プ	12503	Lo	12023
者	32773	Lo	11995
使	20351	Lo	11978
第	31532	Lo	11968
ท	3607	Lo	11936
城	22478	Lo	11931
ָ	1464	Mn	11882
西	35199	Lo	11882
グ	12464	Lo	11874
部	37096	Lo	11867
金	37329	Lo	11841
间	38388	Lo	11841
Ï	207	Lu	11824
南	21335	Lo	11806
化	21270	Lo	11797
ζ	950	Ll	11763
度	24230	Lo	11713
川	24029	Lo	11679
أ	1571	Lo	11671
所	25152	Lo	11602
ё	1105	Ll	11599
▌	9612	So	11543
デ	12487	Lo	11521
ص	1589	Lo	11492
了	20102	Lo	11472
Е	1045	Lu	11467
海	28023	Lo	11462
У	1059	Lu	11461
二	20108	Lo	11455
ṣ	7779	Ll	11434
ウ	12454	Lo	11417
值	20540	Lo	11415
ィ	12451	Lo	11400
ム	12512	Lo	11357
ค	3588	Lo	11344
―	8213	Pd	11335
自	33258	Lo	11330
型	22411	Lo	11308
于	20110	Lo	11197
点	28857	Lo	11176
も	12418	Lo	11173
我	25105	Lo	11134
ด	3604	Lo	11129
ṭ	7789	Ll	11122
だ	12384	Lo	11096
ط	1591	Lo	11089
ブ	12502	Lo	11069
息	24687	Lo	11041
果	26524	Lo	11029
َ	1614	Mn	11026
内	20869	Lo	11023
如	22914	Lo	11021
ɑ	593	Ll	10996
 	8202	Zs	10977
神	31070	Lo	10953
存	23384	Lo	10927
ד	1491	Lo	10873
Þ	222	Lu	10826
正	27491	Lo	10796
Β	914	Lu	10791
つ	12388	Lo	10779
®	174	So	10760
ְ	1456	Mn	10693
获	33719	Lo	10649
ต	3605	Lo	10589
ն	1398	Ll	10588
设	35774	Lo	10566
事	20107	Lo	10565
原	21407	Lo	10551
̃	771	Mn	10516
พ	3614	Lo	10493
ุ	3640	Mn	10486
ʃ	643	Ll	10476
后	21518	Lo	10444
ナ	12490	Lo	10419
安	23433	Lo	10414
よ	12424	Lo	10410
ャ	12515	Lo	10397
代	20195	Lo	10395
⋅	8901	Sm	10376
チ	12481	Lo	10341
サ	12469	Lo	10299
示	31034	Lo	10292
گ	1711	Lo	10288
位	20301	Lo	10261
þ	254	Ll	10242
路	36335	Lo	10213
み	12415	Lo	10205
单	21333	Lo	10165
ế	7871	Ll	10143
ņ	326	Ll	10135
目	30446	Lo	10095
列	21015	Lo	10093
空	31354	Lo	10017
エ	12456	Lo	10004
号	21495	Lo	9945
水	27700	Lo	9911
美	32654	Lo	9894
メ	12513	Lo	9856
月	26376	Lo	9832
ŏ	335	Ll	9787
ÿ	255	Ll	9768
野	37326	Lo	9709
北	21271	Lo	9705
太	22826	Lo	9696
Ш	1064	Lu	9689
ュ	12517	Lo	9662
パ	12497	Lo	9662
接	25509	Lo	9655
户	25143	Lo	9569
리	47532	Lo	9566
来	26469	Lo	9560
ダ	12480	Lo	9539
ր	1408	Ll	9520
ť	357	Ll	9484
Ф	1060	Lu	9442
里	37324	Lo	9441
街	34903	Lo	9391
え	12360	Lo	9385
面	38754	Lo	9379
口	21475	Lo	9355
同	21516	Lo	9301
←	8592	Sm	9294
量	37327	Lo	9250
请	35831	Lo	9246
元	20803	Lo	9177
ΐ	912	Ll	9153
ะ	3632	Lo	9142
图	22270	Lo	9105
▼	9660	So	9079
け	12369	Lo	9064
这	36825	Lo	9063
次	27425	Lo	9008
ַ	1463	Mn	8987
光	20809	Lo	8956
်	4154	Mn	8941
主	20027	Lo	8914
州	24030	Lo	8838
Ë	203	Lu	8837
花	33457	Lo	8833
Ș	536	Lu	8809
ミ	12511	Lo	8766
社	31038	Lo	8747
東	26481	Lo	8742
Ā	256	Lu	8739
江	27743	Lo	8714
র	2480	Lo	8713
ǐ	464	Ll	8710
ʔ	660	Lo	8708
্	2509	Mn	8699
性	24615	Lo	8698
№	8470	So	8683
发	21457	Lo	8648
Ч	1063	Lu	8646
ि	2367	Mc	8626
️	65039	Mn	8620
模	27169	Lo	8616
ɨ	616	Ll	8576
Ω	937	Lu	8573
码	30721	Lo	8544
Х	1061	Lu	8504
ִ	1460	Mn	8500
重	37325	Lo	8491
参	21442	Lo	8472
集	38598	Lo	8468
标	26631	Lo	8455
ʊ	650	Ll	8446
Ρ	929	Lu	8443
ე	4308	Ll	8414
ן	1503	Lo	8374
ј	1112	Ll	8372
多	22810	Lo	8326
ח	1495	Lo	8323
动	21160	Lo	8319
ľ	318	Ll	8318
白	30333	Lo	8315
程	31243	Lo	8307
实	23454	Lo	8281
↓	8595	Sm	8277
心	24515	Lo	8275
建	24314	Lo	8271
查	26597	Lo	8234
न	2344	Lo	8233
体	20307	Lo	8223
相	30456	Lo	8206
结	32467	Lo	8198
ṇ	7751	Ll	8190
‚	8218	Ps	8166
∞	8734	Sm	8160
返	36820	Lo	8131
戦	25126	Lo	8129
当	24403	Lo	8125
其	20854	Lo	8121
也	20063	Lo	8110
物	29289	Lo	8110
木	26408	Lo	8102
क	2325	Lo	8076
̀	768	Mn	8038
ầ	7847	Ll	8015
石	30707	Lo	7997
ʰ	688	Lm	7988
全	20840	Lo	7962
过	36807	Lo	7960
ק	1511	Lo	7946
め	12417	Lo	7939
器	22120	Lo	7929
ǔ	468	Ll	7926
郎	37070	Lo	7900
์	3660	Mn	7893
五	20116	Lo	7883
ɾ	638	Ll	7871
得	24471	Lo	7857
의	51032	Lo	7815
ช	3594	Lo	7808
指	25351	Lo	7803
愛	24859	Lo	7793
情	24773	Lo	7787
ニ	12491	Lo	7786
म	2350	Lo	7777
始	22987	Lo	7744
ո	1400	Ll	7722
开	24320	Lo	7719
わ	12431	Lo	7662
사	49324	Lo	7643
다	45796	Lo	7621
都	37117	Lo	7619
手	25163	Lo	7616
十	21313	Lo	7606
关	20851	Lo	7600
ם	1501	Lo	7590
除	38500	Lo	7579
河	27827	Lo	7570
त	2340	Lo	7555
否	21542	Lo	7554
保	20445	Lo	7544
島	23798	Lo	7520
モ	12514	Lo	7494
进	36827	Lo	7470
林	26519	Lo	7397
پ	1662	Lo	7394
真	30495	Lo	7380
将	23558	Lo	7319
李	26446	Lo	7312
Φ	934	Lu	7301
解	35299	Lo	7296
～	65374	Sm	7226
ハ	12495	Lo	7226
ガ	12460	Lo	7215
星	26143	Lo	7203
Ć	262	Lu	7190
แ	3649	Lo	7162
求	27714	Lo	7159
פ	1508	Lo	7154
组	32452	Lo	7149
象	35937	Lo	7117
ズ	12474	Lo	7116
武	27494	Lo	7116
ộ	7897	Ll	7108
务	21153	Lo	7107
期	26399	Lo	7088
ন	2472	Lo	7080
ի	1387	Ll	7069
로	47196	Lo	7035
♭	9837	So	7025
ป	3611	Lo	7010
ћ	1115	Ll	6980
ى	1609	Lo	6954
स	2360	Lo	6946
時	26178	Lo	6934
四	22235	Lo	6898
世	19990	Lo	6874
្	6098	Mn	6816
ョ	12519	Lo	6802
そ	12381	Lo	6781
ɡ	609	Ll	6774
後	24460	Lo	6744
ェ	12455	Lo	6723
寺	23546	Lo	6708
ি	2495	Mc	6704
ℓ	8467	Ll	6696
ʾ	702	Lm	6684
Θ	920	Lu	6679
غ	1594	Lo	6656
ե	1381	Ll	6632
지	51648	Lo	6631
色	33394	Lo	6631
‰	8240	Po	6626
力	21147	Lo	6605
提	25552	Lo	6590
更	26356	Lo	6588
ビ	12499	Lo	6581
ノ	12494	Lo	6578
常	24120	Lo	6515
算	31639	Lo	6498
せ	12379	Lo	6489
台	21488	Lo	6463
ल	2354	Lo	6460
長	38263	Lo	6457
功	21151	Lo	6457
立	31435	Lo	6445
配	37197	Lo	6437
ψ	968	Ll	6423
ď	271	Ll	6422
ồ	7891	Ll	6363
כ	1499	Lo	6358
რ	4320	Ll	6327
จ	3592	Lo	6314
特	29305	Lo	6307
場	22580	Lo	6302
₹	8377	Sc	6300
≤	8804	Sm	6296
应	24212	Lo	6287
校	26657	Lo	6277
ἐ	7952	Ll	6273
密	23494	Lo	6258
符	31526	Lo	6256
失	22833	Lo	6254
ס	1505	Lo	6238
等	31561	Lo	6225
消	28040	Lo	6217
ἀ	7936	Ll	6212
序	24207	Lo	6210
や	12420	Lo	6207
需	38656	Lo	6186
向	21521	Lo	6184
Я	1071	Lu	6181
录	24405	Lo	6160
格	26684	Lo	6150
ำ	3635	Lo	6150
க	2965	Lo	6148
义	20041	Lo	6147
青	38738	Lo	6136
ケ	12465	Lo	6132
系	31995	Lo	6116
初	21021	Lo	6097
Η	919	Lu	6091
机	26426	Lo	6089
̞	798	Mn	6082
选	36873	Lo	6056
ọ	7885	Ll	6051
》	12299	Pe	6048
《	12298	Ps	6016
セ	12475	Lo	6008
ी	2368	Mc	6004
가	44032	Lo	6000
知	30693	Lo	5989
Χ	935	Lu	5970
计	35745	Lo	5956
利	21033	Lo	5946
京	20140	Lo	5931
ァ	12449	Lo	5926
修	20462	Lo	5926
井	20117	Lo	5914
ג	1490	Lo	5911
Ά	902	Lu	5901
⟩	10217	Pe	5896
工	24037	Lo	5893
条	26465	Lo	5888
ļ	316	Ll	5880
则	21017	Lo	5873
流	27969	Lo	5864
制	21046	Lo	5851
ố	7889	Ll	5849
ゃ	12419	Lo	5843
藤	34276	Lo	5839
⟨	10216	Ps	5833
間	38291	Lo	5804
व	2357	Lo	5803
ὶ	8054	Ll	5788
少	23569	Lo	5756
清	28165	Lo	5752
改	25913	Lo	5735
士	22763	Lo	5725
國	22283	Lo	5717
春	26149	Lo	5715
 	8194	Zs	5705
⚭	9901	So	5705
하	54616	Lo	5693
町	30010	Lo	5689
传	20256	Lo	5689
기	44592	Lo	5681
ŭ	365	Ll	5681
Ñ	209	Lu	5678
与	19982	Lo	5672
认	35748	Lo	5671
े	2375	Mn	5670
容	23481	Lo	5650
ֹ	1465	Mn	5646
¹	185	No	5642
长	38271	Lo	5635
ে	2503	Mc	5610
源	28304	Lo	5594
Э	1069	Lu	5594
而	32780	Lo	5590
志	24535	Lo	5587
东	19996	Lo	5583
정	51221	Lo	5582
松	26494	Lo	5578
例	20363	Lo	5577
ậ	7853	Ll	5574
ט	1496	Lo	5572
›	8250	Pf	5564
ʲ	690	Lm	5564
由	30001	Lo	5559
命	21629	Lo	5555
意	24847	Lo	5517
ி	3007	Mc	5499
ʒ	658	Ll	5495
‹	8249	Pi	5483
基	22522	Lo	5481
ข	3586	Lo	5461
ʁ	641	Ll	5458
此	27492	Lo	5445
風	39080	Lo	5444
线	32447	Lo	5440
¥	165	Sc	5438
界	30028	Lo	5434
ờ	7901	Ll	5427
输	36755	Lo	5427
ს	4321	Ll	5426
Ц	1062	Lu	5419
古	21476	Lo	5410
ض	1590	Lo	5395
교	44368	Lo	5391
編	32232	Lo	5374
魔	39764	Lo	5366
ḍ	7693	Ll	5365
ِ	1616	Mn	5363
处	22788	Lo	5361
‌	8204	Cf	5359
限	38480	Lo	5343
题	39064	Lo	5336
注	27880	Lo	5324
未	26410	Lo	5324
じ	12376	Lo	5313
ლ	4314	Ll	5299
比	27604	Lo	5288
已	24050	Lo	5287
한	54620	Lo	5274
ས	3942	Lo	5273
ų	371	Ll	5262
现	29616	Lo	5261
書	26360	Lo	5254
√	8730	Sm	5239
ボ	12508	Lo	5239
โ	3650	Lo	5233
品	21697	Lo	5229
先	20808	Lo	5224
无	26080	Lo	5213
ɲ	626	Ll	5212
ர	2992	Lo	5194
态	24577	Lo	5188
प	2346	Lo	5183
에	50640	Lo	5179
男	30007	Lo	5172
ấ	7845	Ll	5165
園	22290	Lo	5164
ា	6070	Mc	5161
는	45716	Lo	5159
த	2980	Lo	5143
外	22806	Lo	5137
宮	23470	Lo	5123
吉	21513	Lo	5118
ु	2369	Mn	5112
族	26063	Lo	5107
ு	3009	Mc	5093
⊙	8857	Sm	5092
节	33410	Lo	5090
य	2351	Lo	5089
直	30452	Lo	5085
⁠	8288	Cf	5084
调	35843	Lo	5080
ろ	12429	Lo	5072
چ	1670	Lo	5070
ũ	361	Ll	5069
ΰ	944	Ll	5069
任	20219	Lo	5068
交	20132	Lo	5068
Ḥ	7716	Lu	5065
页	39029	Lo	5063
民	27665	Lo	5059
根	26681	Lo	5046
ү	1199	Ll	5025
称	31216	Lo	5025
八	20843	Lo	5007
ـ	1600	Lm	4999
♀	9792	So	4999
ื	3639	Mn	4975
ĩ	297	Ll	4969
း	4152	Mc	4966
ề	7873	Ll	4962
‐	8208	Pd	4956
ツ	12484	Lo	4954
대	45824	Lo	4944
ワ	12527	Lo	4939
函	20989	Lo	4923
或	25110	Lo	4922
ང	3908	Lo	4921
片	29255	Lo	4911
形	24418	Lo	4899
ば	12400	Lo	4886
♂	9794	So	4882
治	27835	Lo	4881
司	21496	Lo	4880
見	35211	Lo	4870
아	50500	Lo	4865
無	28961	Lo	4865
状	29366	Lo	4855
馬	39340	Lo	4853
ไ	3652	Lo	4844
福	31119	Lo	4841
？	65311	Po	4839
द	2342	Lo	4828
证	35777	Lo	4822
스	49828	Lo	4818
段	27573	Lo	4817
ベ	12505	Lo	4800
동	46041	Lo	4800
ู	3641	Mn	4787
ɐ	592	Ll	4783
수	49688	Lo	4772
門	38272	Lo	4771
并	24182	Lo	4771
ῦ	8166	Ll	4766
登	30331	Lo	4766
永	27704	Lo	4762
Ж	1046	Lu	4760
院	38498	Lo	4760
ོ	3964	Mn	4757
经	32463	Lo	4757
動	21205	Lo	4750
ピ	12500	Lo	4746
们	20204	Lo	4745
☆	9734	So	4741
夜	22812	Lo	4740
ネ	12493	Lo	4736
ာ	4140	Mc	4732
ம	2990	Lo	4730
包	21253	Lo	4720
商	21830	Lo	4704
Υ	933	Lu	4702
צ	1510	Lo	4689
歌	27468	Lo	4688
◌	9676	So	4688
氏	27663	Lo	4687
宿	23487	Lo	4671
ゴ	12468	Lo	4668
ひ	12402	Lo	4662
記	35352	Lo	4659
✓	10003	So	4655
就	23601	Lo	4652
